第一申请人,第一申请人地区,第一申请人城市,year,biomanufacturing_patent_count,biomanufacturing_score_sum,biomanufacturing_score_mean,biomanufacturing_score_max,evidence_score_sum,evidence_score_mean,core_score_mean,core_score_max,main_categories,main_sub_categories,industry_segments,matched_terms,first_applicant_types
阿道夫科耐公司,瑞士,,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器,企业
陇南市祥宇油橄榄开发有限责任公司,中国,陇南市,2023,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,柠檬酸,"企业,机关团体"
陈东芹,中国,上海市,2023,1,4,4.0,4,4,4.0,4.0,4,DNA/RNA读写编辑,基因与基因组编辑,底层工具,CRISPR；基因编辑,个人
陈云,中国,海口市,2021,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,丙氨酸；氨基酸发酵；精氨酸；苏氨酸；蛋氨酸；谷氨酸；赖氨酸,个人
陈云兰,中国,台州市,2021,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,个人
陈华友,中国,镇江市,2023,3,12,4.0,4,12,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,固态发酵,个人
陈君伟,中国,福州,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,个人
陈天睿,中国,北京市,2022,2,8,4.0,4,10,5.0,4.0,4,DNA/RNA读写编辑,基因与基因组编辑,底层工具,CRISPR；单克隆抗体；基因敲除；基因编辑,个人
陈子江,中国,济南市,2021,2,8,4.0,4,8,4.0,4.0,4,DNA/RNA读写编辑,基因与基因组编辑,底层工具,基因编辑,"企业,个人"
陈必通,中国,台州市,2021,1,2,2.0,2,2,2.0,2.0,2,产品与应用,平台化合物,应用产品,琥珀酸,个人
陈玉松,中国,大连市,2022,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,个人
陈玉松,中国,大连市,2023,3,8,2.6666666666666665,4,8,2.6666666666666665,2.6666666666666665,4,产品与应用；生物过程与规模化,连续制造与过程强化；高值活性分子,应用产品；生产制造,核苷酸；连续培养,个人
陈红,中国,汉中市,2023,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,个人
陈超,中国,珠海市,2023,2,8,4.0,4,10,5.0,4.0,4,DNA/RNA读写编辑,基因与基因组编辑,底层工具,CRISPR；基因敲除；核苷酸,个人
陈露,中国,台州市,2021,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,个人
陕西中医药大学,中国,咸阳,2024,1,4,4.0,4,4,4.0,4.0,4,DNA/RNA读写编辑,基因与基因组编辑,底层工具,CRISPR；基因敲除,学校
陕西今正药业有限公司,中国,西安,2024,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,微生物发酵；生物发酵,企业
陕西佰傲再生医学有限公司,中国,西安,2025,1,1,1.0,1,1,1.0,1.0,1,产品与应用,重组药物与生物活性原料,应用产品,透明质酸,企业
陕西佰诺兮生物科技有限公司,中国,西安市,2023,1,4,4.0,4,4,4.0,4.0,4,酶与蛋白质工程,酶工程,技术平台,酶工程,企业
陕西佰鸿合成生物科技有限公司,中国,西安,2025,1,2,2.0,2,3,3.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸；胶原蛋白,企业
陕西兴森源生物科技有限公司,中国,西安市,2022,1,4,4.0,4,7,7.0,4.0,4,酶与蛋白质工程,生物催化,生产制造,生物催化；酶反应器,企业
陕西北天生物科技有限公司,中国,西安市,2022,1,4,4.0,4,5,5.0,4.0,4,DNA/RNA读写编辑,基因与基因组编辑,底层工具,CRISPR；单克隆抗体；基因敲除；基因编辑,企业
陕西含光生物科技有限公司,中国,西安市,2022,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,生物发酵,企业
陕西嘉禾生物科技股份有限公司,中国,西安市,2023,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,膜过滤,企业
陕西均良土壤环境技术有限责任公司,中国,西安,2024,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,连续发酵,企业
陕西天路通生物科技有限公司,中国,西安市,2023,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,柠檬酸,企业
陕西山河生物科技有限公司,中国,咸阳市,2023,1,3,3.0,3,4,4.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐；谷氨酸,企业
陕西岳达德馨生物制药有限公司,中国,渭南,2024,1,4,4.0,4,4,4.0,4.0,4,酶与蛋白质工程,酶工程,技术平台,酶工程,企业
陕西巨子生物技术有限公司,中国,西安市,2022,2,3,1.5,2,5,2.5,1.5,2,产品与应用,氨基酸与有机酸发酵产品；生物医药制造,应用产品,丙酸；胶原蛋白；苹果酸；透明质酸；重组胶原蛋白,企业
陕西师范大学,中国,西安,2024,3,7,2.3333333333333335,4,9,3.0,2.3333333333333335,4,DNA/RNA读写编辑；产品与应用,基因与基因组编辑；氨基酸与有机酸发酵产品；高值活性分子,应用产品；底层工具,基因编辑；柠檬酸；核苷酸；生物农药；苹果酸,学校
陕西师范大学,中国,西安,2025,6,21,3.5,4,22,3.6666666666666665,3.5,4,DNA/RNA读写编辑；产品与应用；生物过程与规模化,下游分离纯化；基因与基因组编辑；高值活性分子,应用产品；底层工具；生产制造,分离纯化；基因编辑；核苷酸；赖氨酸,学校
陕西师范大学,中国,西安市,2021,6,21,3.5,4,23,3.8333333333333335,3.5,4,DNA/RNA读写编辑；产品与应用；测试筛选与自动化；生物过程与规模化,发酵工程；基因与基因组编辑；实验室自动化；平台化合物；生物反应器,应用产品；底层工具；生产制造,CRISPR；CRISPR-Cas9；发酵罐；基因组编辑；基因编辑；微生物发酵；柠檬酸；琥珀酸；生物发酵；自动化培养,学校
陕西师范大学,中国,西安市,2022,6,21,3.5,4,29,4.833333333333333,3.5,4,产品与应用；代谢工程与细胞工厂；生物元件与线路；生物过程与规模化；计算设计与AI,下游分离纯化；多组学与系统建模；平台化合物；标准化生物元件；表达系统,应用产品；底层工具；技术平台；生产制造,CRISPR；丙酮酸；分离纯化；基因组编辑；基因编辑；戊二酸；核糖体结合位点；核苷酸；胶原蛋白；蛋白质组学；表达盒,学校
陕西师范大学,中国,西安市,2023,5,15,3.0,4,19,3.8,3.0,4,产品与应用；生物过程与规模化；酶与蛋白质工程,发酵工程；生物催化；生物反应器；高值活性分子,应用产品；生产制造,发酵罐；柠檬酸；核苷酸；生物催化；生物发酵；酶反应器,学校
陕西广宇兴生物科技有限公司,中国,咸阳,2025,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业
陕西庆瑞丰食药用菌科技有限公司,中国,汉中市,2022,1,4,4.0,4,5,5.0,4.0,4,酶与蛋白质工程,生物催化,生产制造,生物转化；苹果酸,企业
陕西康达尔农牧科技有限公司,中国,西安,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,"企业,学校"
陕西延长石油(集团)有限责任公司研究院,中国,西安市,2021,1,1,1.0,1,1,1.0,1.0,1,产品与应用,消费品与个护原料,应用产品,生物表面活性剂,"企业,学校"
陕西微泌生物科技有限公司,中国,西安,2025,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,企业
陕西德冠生物科技有限公司,中国,咸阳,2025,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,分离纯化；膜过滤,企业
陕西德量源生物科技有限公司,中国,西安,2025,1,4,4.0,4,6,6.0,4.0,4,生物过程与规模化,发酵工程,生产制造,单细胞蛋白；发酵工程；发酵生产,企业
陕西恒远生物科技有限公司,中国,西安,2024,1,2,2.0,2,4,4.0,2.0,2,产品与应用,高值活性分子,应用产品,丙氨酸；熊果苷；谷氨酸；透明质酸,企业
陕西恒远生物科技有限公司,中国,西安市,2021,1,1,1.0,1,2,2.0,1.0,1,产品与应用,重组药物与生物活性原料,应用产品,赖氨酸；透明质酸,"企业,学校"
陕西慧康生物科技有限责任公司,中国,西安,2024,1,1,1.0,1,1,1.0,1.0,1,产品与应用,重组药物与生物活性原料,应用产品,透明质酸,企业
陕西慧康生物科技有限责任公司,中国,西安市,2021,1,3,3.0,3,5,5.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,分离纯化；柠檬酸；胶原蛋白,企业
陕西慧康生物科技有限责任公司,中国,西安市,2022,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,丙氨酸,企业
陕西慧康生物科技有限责任公司,中国,西安市,2023,3,4,1.3333333333333333,2,5,1.6666666666666667,1.3333333333333333,2,产品与应用,氨基酸与有机酸发酵产品；重组药物与生物活性原料；高值活性分子,应用产品,依克多因；熊果苷；精氨酸；赖氨酸；透明质酸,企业
陕西文岭微生物科技有限公司,中国,西安市,2022,1,1,1.0,1,1,1.0,1.0,1,产品与应用,消费品与个护原料,应用产品,生物表面活性剂,企业
陕西斯普曼生物工程有限公司,中国,西安市,2022,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,细胞破碎；膜过滤,企业
陕西新沃盈生物科技股份有限公司,中国,渭南市,2023,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业
陕西新立本环保科技有限公司,中国,西安市,2023,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器,企业
陕西春森菌业有限公司,中国,汉中,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业
陕西未来肉膳健康科技有限公司,中国,西安,2024,1,2,2.0,2,4,4.0,2.0,2,产品与应用,高值活性分子,应用产品,培养肉；细胞培养肉；虾青素,企业
陕西杨凌富仕特生物科技有限公司,中国,咸阳,2024,1,4,4.0,4,8,8.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵罐；固态发酵；柠檬酸,企业
陕西森尚建材科技有限公司,中国,西安市,2021,1,3,3.0,3,4,4.0,3.0,3,酶与蛋白质工程,酶固定化与反应体系,生产制造,固定化酶；柠檬酸,企业
陕西森弗天然制品有限公司,中国,商洛,2025,1,4,4.0,4,8,8.0,4.0,4,生物过程与规模化,发酵工程,生产制造,柠檬酸；生物发酵；膜过滤,企业
陕西森盛菌业科技有限公司,中国,汉中,2024,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,精氨酸,企业
陕西汉唐农业科技集团有限公司,中国,西安市,2023,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,柠檬酸；谷氨酸,企业
陕西海斯夫生物工程有限公司,中国,咸阳,2024,4,10,2.5,3,12,3.0,2.5,3,产品与应用；生物过程与规模化,氨基酸与有机酸发酵产品；生物反应器,应用产品；生产制造,丙酮酸；发酵罐；核苷酸,企业
陕西海斯夫生物工程有限公司,中国,咸阳,2025,3,7,2.3333333333333335,3,10,3.3333333333333335,2.3333333333333335,3,产品与应用；生物过程与规模化,可降解聚合物；生物反应器；高值活性分子,应用产品；生产制造,PHA；丙氨酸；丙酮酸；发酵罐；核苷酸；精氨酸；聚乳酸,企业
陕西海斯夫生物工程有限公司,中国,咸阳市,2022,4,10,2.5,4,13,3.25,2.5,4,产品与应用；代谢工程与细胞工厂；生物过程与规模化,代谢工程；氨基酸与有机酸发酵产品；生物反应器；高值活性分子,应用产品；技术平台；生产制造,丙酮酸；发酵罐；柠檬酸；核苷酸；生物合成途径,企业
陕西海斯夫生物工程有限公司,中国,咸阳市,2023,3,10,3.3333333333333335,4,10,3.3333333333333335,3.3333333333333335,4,产品与应用；底盘细胞与菌株工程；生物过程与规模化,发酵工程；菌种选育与诱变；高值活性分子,应用产品；技术平台；生产制造,ARTP；发酵生产；核苷酸,企业
陕西海斯夫生物工程有限公司,中国,西安,2024,2,4,2.0,3,4,2.0,2.0,3,产品与应用；生物过程与规模化,氨基酸与有机酸发酵产品；生物反应器,应用产品；生产制造,发酵罐；柠檬酸,企业
陕西煤化选煤技术有限公司,中国,西安,2024,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,微生物发酵；生物发酵,"企业,学校"
陕西爱能特乳业有限公司,中国,宝鸡,2024,1,4,4.0,4,7,7.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵生产；发酵罐；微生物发酵；生物发酵,企业
陕西理工大学,中国,汉中,2024,2,7,3.5,4,7,3.5,3.5,4,生物过程与规模化；酶与蛋白质工程,下游分离纯化；生物催化,生产制造,生物转化；膜过滤,"企业,学校；学校"
陕西理工大学,中国,汉中,2025,3,8,2.6666666666666665,4,11,3.6666666666666665,2.6666666666666665,4,产品与应用；生物过程与规模化,下游分离纯化；发酵工程；氨基酸与有机酸发酵产品,应用产品；生产制造,固态发酵；液态发酵；膜过滤；谷氨酸,"学校；学校,企业"
陕西理工大学,中国,汉中市,2021,1,4,4.0,4,11,11.0,4.0,4,生物过程与规模化,工艺放大与中试,生产制造,发酵生产；发酵罐；工业化放大,学校
陕西理工大学,中国,汉中市,2022,3,13,4.333333333333333,5,16,5.333333333333333,4.333333333333333,5,生物制造基础；酶与蛋白质工程,合成生物学；酶工程,技术平台,丙氨酸；单克隆抗体；合成生物学；甲硫氨酸；精氨酸；苏氨酸；谷氨酸；赖氨酸；酶工程,学校
陕西理工大学,中国,汉中市,2023,5,20,4.0,4,25,5.0,4.0,4,代谢工程与细胞工厂；酶与蛋白质工程,表达系统；酶工程,技术平台,丙氨酸；核苷酸；甲硫氨酸；精氨酸；纤维素酶制剂；苏氨酸；诱导表达；谷氨酸；赖氨酸；酶工程,学校
陕西瑞捷生物科技有限公司,中国,西安市,2023,1,1,1.0,1,2,2.0,1.0,1,产品与应用,消费品与个护原料,应用产品,柠檬酸；生物表面活性剂,企业
陕西畅想制药有限公司,中国,渭南市,2023,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,红没药醇,企业
陕西盛世惠普药业有限公司,中国,西安,2025,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,精氨酸,企业
陕西省微生物研究所,中国,西安,2024,8,29,3.625,4,33,4.125,3.625,4,产品与应用；生物过程与规模化；酶与蛋白质工程,下游分离纯化；农业生物制造；发酵工程；生物催化,应用产品；生产制造,发酵生产；微生物发酵；生物农药；生物发酵；生物转化；膜过滤,科研单位
陕西省微生物研究所,中国,西安,2025,1,2,2.0,2,3,3.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸；谷氨酸,科研单位
陕西省微生物研究所,中国,西安市,2021,4,13,3.25,4,13,3.25,3.25,4,产品与应用；原料与低碳路线；生物过程与规模化；酶与蛋白质工程,农业生物制造；发酵工程；生物催化；非粮生物质,原料层；应用产品；生产制造,发酵生产；木质纤维素；生物农药；生物转化,科研单位
陕西省微生物研究所,中国,西安市,2022,2,7,3.5,4,9,4.5,3.5,4,生物过程与规模化,发酵工程；生物反应器,生产制造,发酵生产；发酵罐；生物农药,科研单位
陕西省微生物研究所,中国,西安市,2023,2,7,3.5,4,10,5.0,3.5,4,生物过程与规模化,发酵工程；生物反应器,生产制造,发酵罐；微生物发酵；生物发酵,科研单位
陕西省杂交油菜研究中心,中国,咸阳,2025,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,科研单位
陕西省杂交油菜研究中心,中国,咸阳市,2023,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,科研单位
陕西省煤田地质集团有限公司,中国,西安市,2023,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,微生物发酵；生物发酵,企业
陕西省生物农业研究所,中国,西安,2025,2,8,4.0,4,8,4.0,4.0,4,DNA/RNA读写编辑；生物过程与规模化,发酵工程；基因测序,底层工具；生产制造,微生物发酵；生物发酵；高通量测序,科研单位
陕西省生物农业研究所,中国,西安市,2022,1,3,3.0,3,5,5.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐；饲料酶,科研单位
陕西省生物农业研究所,中国,西安市,2023,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,科研单位
陕西省西安植物园(陕西省植物研究所),中国,西安,2024,1,2,2.0,2,2,2.0,2.0,2,产品与应用,平台化合物,应用产品,琥珀酸,科研单位
陕西省西安植物园(陕西省植物研究所),中国,西安市,2022,1,3,3.0,3,3,3.0,3.0,3,原料与低碳路线,非粮生物质,原料层,木质纤维素,科研单位
陕西科技大学,中国,西安,2024,3,10,3.3333333333333335,4,10,3.3333333333333335,3.3333333333333335,4,产品与应用；计算设计与AI,农业生物制造；多组学与系统建模,应用产品；底层工具,代谢组学；生物固氮,学校
陕西科技大学,中国,西安,2025,4,9,2.25,4,10,2.5,2.25,4,产品与应用；生物过程与规模化；酶与蛋白质工程,氨基酸与有机酸发酵产品；生物反应器；酶工程,应用产品；技术平台；生产制造,丙氨酸；柠檬酸；生物反应器；谷氨酸；酶工程,"企业,学校；学校"
