第一申请人,第一申请人地区,第一申请人城市,first_year,last_year,biomanufacturing_patent_count,biomanufacturing_score_sum,biomanufacturing_score_mean,biomanufacturing_score_max,evidence_score_sum,evidence_score_mean,core_score_mean,core_score_max,main_categories,main_sub_categories,industry_segments,matched_terms,first_applicant_types,firm_main_category,firm_main_sub_category,firm_main_industry_segment
深圳中农秸美科技股份有限公司,中国,深圳,2024,2024,1,4,4.0,4,4,4.0,4.0,4,酶与蛋白质工程,定向进化,技术平台,饱和突变,"企业,学校",酶与蛋白质工程,定向进化,技术平台
深圳中宜环境实业有限公司,中国,深圳市,2023,2023,1,2,2.0,2,2,2.0,2.0,2,产品与应用,农业生物制造,应用产品,微生物肥料,"个人,企业",产品与应用,农业生物制造,应用产品
深圳中科欣扬生物科技有限公司,中国,深圳,2024,2025,9,35,3.888888888888889,5,92,10.222222222222221,3.888888888888889,5,产品与应用；代谢工程与细胞工厂；底盘细胞与菌株工程；生物过程与规模化；酶与蛋白质工程,下游分离纯化；代谢工程；发酵工程；底盘细胞；生物催化；高值活性分子,应用产品；技术平台；生产制造,CRISPR；CRISPR-Cas9；代谢工程；全细胞催化；分离纯化；发酵工程；发酵生产；发酵罐；发酵过程控制；合成基因组；四氢嘧啶；基因编辑；工程菌构建；底盘细胞；微生物发酵；柠檬酸；核苷酸；溶氧控制；生物催化；生物发酵；甲硫氨酸；膜过滤；蛋氨酸；表达宿主；谷氨酸；麦角硫因,企业,生物过程与规模化,发酵工程,生产制造
深圳中科欣扬生物科技有限公司,中国,深圳市,2022,2023,6,23,3.8333333333333335,5,53,8.833333333333334,3.8333333333333335,5,产品与应用；代谢工程与细胞工厂；底盘细胞与菌株工程；生物过程与规模化,下游分离纯化；天然产物与精细化学品；底盘细胞；生物反应器；表达系统,应用产品；技术平台；生产制造,5-羟基色氨酸；CRISPR；CRISPR-Cas9；分离纯化；发酵罐；四氢嘧啶；底盘细胞；异源蛋白表达；核苷酸；生物转化；甲硫氨酸；膜分离；表达盒；谷氨酸；麦角硫因；麦角硫因生物合成,企业,代谢工程与细胞工厂,表达系统,生产制造
深圳中科生物药业有限公司,中国,深圳,2024,2024,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,葡萄糖酸,企业,产品与应用,氨基酸与有机酸发酵产品,应用产品
深圳中科翎碳生物科技有限公司,中国,深圳,2024,2024,2,8,4.0,4,8,4.0,4.0,4,生物过程与规模化；酶与蛋白质工程,发酵工程；生物催化,生产制造,发酵生产；生物催化,企业,生物过程与规模化,发酵工程,生产制造
深圳中科翎碳生物科技有限公司,中国,深圳市,2022,2023,6,25,4.166666666666667,5,50,8.333333333333334,4.166666666666667,5,产品与应用；生物制造基础；生物过程与规模化,发酵工程；合成生物学；高值活性分子,应用产品；技术平台；生产制造,丙酸；发酵生产；合成生物技术；四氢嘧啶；底盘菌株；微生物发酵；柠檬酸；核苷酸；生物发酵；聚羟基脂肪酸酯；苹果酸,企业,生物制造基础,合成生物学,技术平台
深圳丹伦基因科技有限公司,中国,深圳市,2023,2023,1,3,3.0,3,3,3.0,3.0,3,前沿生物制造,干细胞与细胞规模制造,前沿制造,iPSC；诱导多能干细胞,企业,前沿生物制造,干细胞与细胞规模制造,前沿制造
深圳丽颖生物科技有限公司,中国,深圳市,2023,2023,1,4,4.0,4,5,5.0,4.0,4,生物过程与规模化,发酵工程,生产制造,微生物发酵；柠檬酸；生物发酵,企业,生物过程与规模化,发酵工程,生产制造
深圳信息职业技术学院,中国,深圳市,2023,2023,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器；膜生物反应器,学校,生物过程与规模化,生物反应器,生产制造
深圳元育生物科技有限公司,中国,深圳,2024,2025,4,13,3.25,4,19,4.75,3.25,4,生物过程与规模化,下游分离纯化；发酵工程；生物反应器,生产制造,发酵生产；发酵罐；柠檬酸；细胞破碎；膜过滤；虾青素,企业,生物过程与规模化,下游分离纯化,生产制造
深圳先进技术研究院,中国,深圳,2024,2025,5,19,3.8,5,26,5.2,3.8,5,DNA/RNA读写编辑；产品与应用；底盘细胞与菌株工程；生物制造基础,合成生物学；基因与基因组编辑；底盘细胞；氨基酸与有机酸发酵产品,应用产品；底层工具；技术平台,CRISPR；CRISPR-Cas9；丙酸；合成生物学；基因编辑；定点突变；底盘菌株；细胞工厂；赖氨酸；透明质酸,科研单位,DNA/RNA读写编辑,基因与基因组编辑,技术平台
深圳先进技术研究院,中国,深圳市,2022,2023,6,20,3.3333333333333335,4,22,3.6666666666666665,3.3333333333333335,4,DNA/RNA读写编辑；产品与应用；前沿生物制造,3D生物打印；可降解聚合物；基因与基因组编辑,前沿制造；应用产品；底层工具,基因编辑；柠檬酸；生物墨水；聚乳酸；赖氨酸；透明质酸,科研单位,前沿生物制造,3D生物打印,前沿制造
深圳全棉时代科技有限公司,中国,深圳,2024,2024,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,"企业,学校",产品与应用,高值活性分子,应用产品
深圳净拓生物科技有限公司,中国,深圳市,2023,2023,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,柠檬酸,企业,产品与应用,氨基酸与有机酸发酵产品,应用产品
深圳劲创生物技术有限公司,中国,深圳市,2023,2023,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业,生物过程与规模化,生物反应器,生产制造
深圳华大基因细胞科技有限责任公司,中国,深圳,2025,2025,1,1,1.0,1,1,1.0,1.0,1,产品与应用,重组药物与生物活性原料,应用产品,透明质酸,企业,产品与应用,重组药物与生物活性原料,应用产品
深圳华大智造科技股份有限公司,中国,深圳市,2023,2023,2,5,2.5,4,5,2.5,2.5,4,DNA/RNA读写编辑；产品与应用,RNA工程；氨基酸与有机酸发酵产品,应用产品；底层工具,合成RNA；赖氨酸,企业,产品与应用,氨基酸与有机酸发酵产品,应用产品
深圳华大生命科学研究院,中国,深圳,2024,2024,4,16,4.0,4,20,5.0,4.0,4,DNA/RNA读写编辑；生物元件与线路,基因与基因组编辑；基因合成；标准化生物元件,底层工具,CRISPR；CRISPR-Cas9；DNA合成；基因编辑；核糖体结合位点,"企业,科研单位；科研单位",DNA/RNA读写编辑,标准化生物元件,底层工具
深圳华大生命科学研究院,中国,深圳市,2022,2023,3,13,4.333333333333333,5,21,7.0,4.333333333333333,5,DNA/RNA读写编辑；生物制造基础,合成生物学；基因与基因组编辑；基因测序,底层工具；技术平台,DNA测序；代谢工程；合成基因组；合成生物学；基因组编辑,科研单位,DNA/RNA读写编辑,基因与基因组编辑,底层工具
深圳博成知识产权有限公司,中国,深圳市,2022,2022,1,2,2.0,2,2,2.0,2.0,2,产品与应用,生物能源与燃料,应用产品,生物柴油,企业,产品与应用,生物能源与燃料,应用产品
深圳合民生物科技有限公司,中国,深圳,2025,2025,1,4,4.0,4,4,4.0,4.0,4,计算设计与AI,多组学与系统建模,底层工具,代谢组学,企业,计算设计与AI,多组学与系统建模,底层工具
深圳同享投资有限合伙企业(有限合伙),中国,深圳市,2023,2023,2,6,3.0,3,6,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器,企业,生物过程与规模化,生物反应器,生产制造
深圳善康医药科技股份有限公司,中国,深圳,2024,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,下游分离纯化,生产制造,膜过滤,企业,生物过程与规模化,下游分离纯化,生产制造
深圳国家感染性疾病临床医学研究中心,中国,深圳,2024,2024,1,4,4.0,4,7,7.0,4.0,4,测试筛选与自动化,高通量构建与筛选,底层工具,分离纯化；膜过滤；高通量筛选,科研单位,测试筛选与自动化,高通量构建与筛选,底层工具
深圳地球村环保产业有限公司,中国,深圳,2024,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器；膜生物反应器,企业,生物过程与规模化,生物反应器,生产制造
深圳大学,中国,深圳,2024,2025,21,74,3.5238095238095237,5,122,5.809523809523809,3.5238095238095237,5,DNA/RNA读写编辑；产品与应用；底盘细胞与菌株工程；生物制造基础；生物过程与规模化；酶与蛋白质工程,发酵工程；合成生物学；基因与基因组编辑；基因合成；定向进化；底盘细胞；氨基酸与有机酸发酵产品；生物反应器；酶工程；重组药物与生物活性原料；高值活性分子,应用产品；底层工具；技术平台；生产制造,CRISPR；NMN；TALEN；合成基因组；合成生物学；固定化酶；基因敲除；基因编辑；定点突变；底盘细胞；微生物发酵；易错PCR；核苷酸；生物反应器；生物发酵；生物育种；肝素；蛋氨酸；表达盒；诱导表达；酶工程；饱和突变；高通量筛选,学校,DNA/RNA读写编辑,基因与基因组编辑,技术平台
深圳大学,中国,深圳市,2021,2023,29,84,2.896551724137931,4,107,3.689655172413793,2.896551724137931,4,DNA/RNA读写编辑；产品与应用；代谢工程与细胞工厂；前沿生物制造；生物过程与规模化；酶与蛋白质工程,3D生物打印；下游分离纯化；发酵工程；可降解聚合物；基因与基因组编辑；基因合成；基因测序；氨基酸与有机酸发酵产品；生物催化；生物能源与燃料；表达系统；重组药物与生物活性原料；高值活性分子,前沿制造；应用产品；底层工具；技术平台；生产制造,CRISPR；丙酮酸；单克隆抗体；发酵生产；基因合成；基因敲除；基因测序；基因组编辑；基因编辑；定向突变；定点突变；微生物蛋白；柠檬酸；核苷酸；生物催化；生物墨水；生物柴油；组成型表达；聚乳酸；肝素；膜过滤；虾青素；蛋氨酸；表达盒；诱导表达；赖氨酸；透明质酸,"学校；科研单位,学校",产品与应用,高值活性分子,应用产品
深圳大洲医学科技有限公司,中国,深圳,2024,2024,1,4,4.0,4,5,5.0,4.0,4,前沿生物制造,3D生物打印,前沿制造,生物墨水；透明质酸,企业,前沿生物制造,3D生物打印,前沿制造
深圳太科飞天科技有限公司,中国,深圳,2024,2024,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器,企业,生物过程与规模化,生物反应器,生产制造
深圳小阔科技有限公司,中国,深圳,2024,2024,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,柠檬酸,企业,产品与应用,氨基酸与有机酸发酵产品,应用产品
深圳市一五零生命科技有限公司,中国,深圳市,2021,2021,1,2,2.0,2,4,4.0,2.0,2,产品与应用,可降解聚合物,应用产品,丙酮酸；单克隆抗体；精氨酸；聚乳酸；谷氨酸；赖氨酸,企业,产品与应用,可降解聚合物,应用产品
深圳市万信达生态环境股份有限公司,中国,深圳市,2023,2023,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,生物反应器,企业,生物过程与规模化,生物反应器,生产制造
深圳市万创青绿环境工程有限公司,中国,深圳市,2023,2023,1,1,1.0,1,1,1.0,1.0,1,产品与应用,氨基酸与有机酸发酵产品,应用产品,柠檬酸,企业,产品与应用,氨基酸与有机酸发酵产品,应用产品
深圳市三启生物技术有限公司,中国,深圳市,2023,2023,2,7,3.5,4,19,9.5,3.5,4,测试筛选与自动化；生物过程与规模化,微流控与单细胞筛选；生物反应器,底层工具；生产制造,FACS；iPSC；基因编辑；琥珀酸；生物反应器,企业,生物过程与规模化,生物反应器,生产制造
深圳市世博房地产代理有限公司,中国,深圳市,2022,2022,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,发酵工程,生产制造,发酵工程,企业,生物过程与规模化,发酵工程,生产制造
深圳市中佳生物医疗科技有限公司,中国,深圳,2024,2024,1,4,4.0,4,4,4.0,4.0,4,生物过程与规模化,连续制造与过程强化,生产制造,连续培养,企业,生物过程与规模化,连续制造与过程强化,生产制造
深圳市中兴恒熙环保有限公司,中国,深圳市,2023,2023,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业,生物过程与规模化,生物反应器,生产制造
深圳市中安康华生物科技有限公司,中国,深圳,2024,2024,1,1,1.0,1,1,1.0,1.0,1,产品与应用,重组药物与生物活性原料,应用产品,胶原蛋白,企业,产品与应用,重组药物与生物活性原料,应用产品
深圳市中桦农业科研发展有限公司,中国,深圳市,2021,2021,1,3,3.0,3,3,3.0,3.0,3,生物过程与规模化,生物反应器,生产制造,发酵罐,企业,生物过程与规模化,生物反应器,生产制造
深圳市亚辉龙生物科技股份有限公司,中国,深圳市,2022,2022,1,4,4.0,4,8,8.0,4.0,4,代谢工程与细胞工厂,表达系统,技术平台,精氨酸；膜过滤；诱导表达,企业,代谢工程与细胞工厂,表达系统,技术平台
深圳市人民医院,中国,深圳,2024,2025,2,8,4.0,4,10,5.0,4.0,4,DNA/RNA读写编辑,基因与基因组编辑,底层工具,基因敲除；核苷酸,机关团体,DNA/RNA读写编辑,基因与基因组编辑,底层工具
深圳市仙湖植物园(深圳市园林研究中心),中国,深圳,2025,2025,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,科研单位,产品与应用,高值活性分子,应用产品
深圳市仙湖植物园(深圳市园林研究中心),中国,深圳市,2022,2023,2,4,2.0,2,4,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,科研单位,产品与应用,高值活性分子,应用产品
深圳市体内生物医药科技有限公司,中国,深圳市,2022,2022,1,1,1.0,1,1,1.0,1.0,1,产品与应用,重组药物与生物活性原料,应用产品,透明质酸,企业,产品与应用,重组药物与生物活性原料,应用产品
深圳市作物分子设计育种研究院,中国,深圳市,2022,2022,1,4,4.0,4,4,4.0,4.0,4,代谢工程与细胞工厂,表达系统,技术平台,表达盒,"企业,科研单位",代谢工程与细胞工厂,表达系统,技术平台
深圳市儿童医院,中国,深圳,2024,2024,1,4,4.0,4,6,6.0,4.0,4,DNA/RNA读写编辑,基因与基因组编辑,底层工具,基因编辑；谷氨酸；透明质酸,机关团体,DNA/RNA读写编辑,基因与基因组编辑,底层工具
深圳市儿童医院,中国,深圳市,2021,2021,1,4,4.0,4,4,4.0,4.0,4,DNA/RNA读写编辑,基因与基因组编辑,底层工具,CRISPR；基因编辑,机关团体,DNA/RNA读写编辑,基因与基因组编辑,底层工具
深圳市先康达生命科学有限公司,中国,深圳市,2023,2023,1,4,4.0,4,4,4.0,4.0,4,DNA/RNA读写编辑,基因与基因组编辑,底层工具,基因敲除；基因编辑,企业,DNA/RNA读写编辑,基因与基因组编辑,底层工具
深圳市光亚新材料有限公司,中国,深圳,2025,2025,1,4,4.0,4,4,4.0,4.0,4,酶与蛋白质工程,生物催化,生产制造,生物催化,企业,酶与蛋白质工程,生物催化,生产制造
深圳市光信佳诺新材料科技有限公司,中国,深圳,2024,2024,1,2,2.0,2,2,2.0,2.0,2,产品与应用,可降解聚合物,应用产品,聚羟基脂肪酸酯,企业,产品与应用,可降解聚合物,应用产品
深圳市兰科植物保护研究中心,中国,深圳市,2023,2023,1,2,2.0,2,2,2.0,2.0,2,产品与应用,高值活性分子,应用产品,核苷酸,科研单位,产品与应用,高值活性分子,应用产品
